objectid,title,date,archival_date,president,commencement_address,guest_speakers,location,latitude,longitude,source,identifier,type,format,format_original,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb,cdmid
commencement137,One Hundred Eleventh Commencement,2006-05-13,13 May 2006,"White, Timothy P.","Kempthorne, Dirk","Howe, Steven D.; Ysura, Ben T.; Shadduck, Louise; Kempthorne, Dirk",,,,University of Idaho Library Special Collections and Archives,commencement-may2006,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2006.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2006.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2006_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2006_sm.jpg,1186
commencement138,One Hundred Twelfth Commencement,2006-12-09,09 December 2006,"White, Timothy P.","Burnett, Don","Burnett, Don",,,,University of Idaho Library Special Collections and Archives,commencement-dec2006,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2006.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2006.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2006_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2006_sm.jpg,1103
commencement139,One Hundred Twelfth Commencement Degrees Conferred,2007-05-12,12 May 2007,"White, Timothy P.","Risser, Paul","Risser, Paul G.; Thilo, Sue; Blackman, Harold S.; Wasden, Lawrence; Leff, Deborah",,,,University of Idaho Library Special Collections and Archives,commencement-may2007,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2007.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2007.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2007_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2007_sm.jpg,1217
commencement140,One Hundred Thirteenth Commencement,2007-12-08,08 December 2007,"White, Timothy P.","B. Daley-Laursen, Steven","Daley-Laursen, Steven B.",,,,University of Idaho Library Special Collections and Archives,commencement-dec2007,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2007.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2007.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2007_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2007_sm.jpg,1216
commencement141,Degrees Conferred 2007-2008,,2007-2008,"White, Timothy P.",,,,,,University of Idaho Library Special Collections and Archives,degrees-2007-2008,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees-2007-2008.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees-2007-2008.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees-2007-2008_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees-2007-2008_sm.jpg,1077
commencement142,One Hundred Thirteenth Commencement,2008-05-10,10 May 2008,"White, Timothy P.","Larson, Kristin W.","Larson, Kristin W.; Anderson, Paul; Medina, Sylvia; McMurray, Pat; Winmill, B. Lynn",,,,University of Idaho Library Special Collections and Archives,commencement-may2008,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2008.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2008.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2008_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2008_sm.jpg,1153
commencement143,One Hundred Fourteenth Commencement,2008-12-13,13 December 2008,"Daley-Laursen, Steven B.","Aiken, Katherine","Aiken, Katherine G.",,,,University of Idaho Library Special Collections and Archives,commencement-dec2008,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2008.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2008.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2008_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2008_sm.jpg,1112
commencement144,Degrees Conferred 2008-2009,,2008-2009,"Daley-Laursen, Steven",,,,,,University of Idaho Library Special Collections and Archives,degrees-2008-2009,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees-2008-2009.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees-2008-2009.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees-2008-2009_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees-2008-2009_sm.jpg,1167
commencement145,One Hundred Fourteenth Commencement,2009-05-16,16 May 2009,"Daley-Laursen, Steven B.","Minnick, Walt","Minnick, Walter ""Walt"" C.; Vannorsdel, Nancy K.; Mousseau, Jeffrey D.; Geodde, John W.; Smith, N. Randy",,,,University of Idaho Library Special Collections and Archives,commencement-may2009,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2009.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2009.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2009_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2009_sm.jpg,1157
commencement146,One Hundred Fifteenth Commencement,2009-12-12,12 December 2009,"Nellis, M. Duane","Morris, John S ""Jack""","Morris, John S ""Jack""",,,,University of Idaho Library Special Collections and Archives,uicommencement_2009-12-12,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement_2009-12-12.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement_2009-12-12.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement_2009-12-12_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement_2009-12-12_sm.jpg,1190
commencement147,Degrees Conferred 2009-2010,,2009-2010,"Nellis, M. Duane",,,,,,University of Idaho Library Special Collections and Archives,degrees-2009-2010,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees-2009-2010.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees-2009-2010.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees-2009-2010_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees-2009-2010_sm.jpg,1086
commencement148,One Hundred Fifteenth Commencement,2010-05-15,15 May 2010,"Nellis, M. Duane","Armstrong, Kristin","Armstrong, Kristin; Otter, Lori Jean; Davis, Bart M.; Allan, James; Morris, Nancy",,,,University of Idaho Library Special Collections and Archives,commencement-may2010,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2010.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2010.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2010_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2010_sm.jpg,1087
commencement149,One Hundred Sixteenth Commencement,2010-12-11,11 December 2010,"Nellis, M. Duane","Wood, Scott","Wood, Scott",,,,University of Idaho Library Special Collections and Archives,commencement-dec2010,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2010.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2010.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2010_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2010_sm.jpg,1102
commencement150,Degrees Conferred 2010-2011,,2010-2011,"Nellis, M. Duane",,,,,,University of Idaho Library Special Collections and Archives,degrees-2010-2011,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees-2010-2011.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees-2010-2011.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees-2010-2011_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees-2010-2011_sm.jpg,1162
commencement151,One Hundred Sixteenth Commencement,2011-05-14,14 May 2011,"Nellis, M. Duane","Clayton, John","Clayton, John; Burnett, Don; Shakir, Sam; Keough, Shawn; Olson, Wendy J.",,,,University of Idaho Library Special Collections and Archives,commencement-may2011,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2011.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2011.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2011_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2011_sm.jpg,1076
commencement152,Commencement One Hundred Seventeenth,2011-12-10,10 December 2011,"Nellis, M. Duane","Pitman, Bruce","Pitman, Bruce",,,,University of Idaho Library Special Collections and Archives,commencement-dec2011,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2011.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2011.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2011_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2011_sm.jpg,1064
commencement153,Degrees Conferred 2011-2012,,2011-2012,"Nellis, M. Duane",,,,,,University of Idaho Library Special Collections and Archives,degrees-2011-2012,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees-2011-2012.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees-2011-2012.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees-2011-2012_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees-2011-2012_sm.jpg,1079
commencement154,One Hundred Seventeenth Commencement,2012-05-12,12 May 2012,"Nellis, M. Duane","Amos, James F.","Amos, James F.; Oppenheimer, Arthur F. ""Skip""; Rogers Jr., J.W.; Reed, Scott; Burdick, Roger S.",,,,University of Idaho Library Special Collections and Archives,commencement-may2012,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2012.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2012.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2012_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2012_sm.jpg,1176
commencement155,Commencement One Hundred Eighteenth,2012-12-08,08 December 2012,"Nellis, M. Duane","Baird, Lynn","Baird, Lynn N.",,,,University of Idaho Library Special Collections and Archives,commencement-dec2012,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2012.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2012.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2012_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2012_sm.jpg,1128
commencement156,One Hundred Eighteenth Commencement,2013-05-11,11 May 2013,"Nellis, M. Duane","Lemley, Jim","Lemley, Jim; Trout, Linda Copple; Craig, Larry; Harvey, JoAnn; Dale, Candy Wagahoff",,,,University of Idaho Library Special Collections and Archives,uicommencement-2013-05-11,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-2013-05-11.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-2013-05-11.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-2013-05-11_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-2013-05-11_sm.jpg,1119
commencement157,Commencement One Hundred Nineteenth,2013-12-14,14 December 2013,"Burnett Jr., Donald L.","Mantle-Bromley, Corinne","Mantle-Bromley, Corinne",,,,University of Idaho Library Special Collections and Archives,commencement-dec2013,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2013.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2013.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2013_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2013_sm.jpg,1169
commencement158,One Hundred Nineteenth Commencement: Spring,2014-05-17,17 May 2014,"Staben, Chuck","McClure, Louise","McClure, Louise; Everett, Jim; Flowers, Jackie; Bloem, Sandi; Burnett, Don",,,,University of Idaho Library Special Collections and Archives,uicommencement-2014-05-17,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-2014-05-17.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-2014-05-17.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-2014-05-17_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-2014-05-17_sm.jpg,1146
commencement159,One Hundred Twentieth Commencement: Winter,2014-12-13,13 December 2014,"Staben, Chuck","W. Smith, Robert","Smith, Robert ""Bob""",,,,University of Idaho Library Special Collections and Archives,commencement-dec2014,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2014.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2014.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2014_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2014_sm.jpg,1147
commencement160,One Hundred Twentieth Commencement: Spring,2015-05-16,16 May 2015,"Staben, Chuck","Hunter, Samuel D.","Hunter, Samuel D.; Buckner-Webb, Cherie; Mortimer, Dean M.; Riggs, Jack; Wadsen, Lawrence G.",,,,University of Idaho Library Special Collections and Archives,uicommencement-2015-05-16,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-2015-05-16.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-2015-05-16.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-2015-05-16_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-2015-05-16_sm.jpg,1113
commencement161,One Hundred Twenty-First Commencement,2015-12-12,12 December 2015,"Staben, Chuck","Weincek, John","Weincek, John M.",,,,University of Idaho Library Special Collections and Archives,commencement-dec2015,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2015.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2015.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2015_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2015_sm.jpg,1173
commencement162,One Hundred Twenty First Commencement,2016-05-14,14 May 2016,"Staben, Chuck","Peterson, Brigadier General Erik C.","Peterson, Brigadier General Erik C.; Carpenter, Nora; Casper, Rebecca; Widmyer, Steve; Mosman, Michael W.",,,,University of Idaho Library Special Collections and Archives,uicommencement-2016-05-14,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-2016-05-14.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-2016-05-14.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-2016-05-14_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-2016-05-14_sm.jpg,1163
commencement163,One Hundred Twenty-Second Commencement,2016-12-10,10 December 2016,"Staben, Chuck","Stauffer, Larry","Stauffer, Larry",,,,University of Idaho Library Special Collections and Archives,uicommencement-2016-12-10,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-2016-12-10.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-2016-12-10.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-2016-12-10_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-2016-12-10_sm.jpg,1141
commencement164,One Hundred Twenty-Second Commencement,2017-05-13,13 May 2017,"Staben, Chuck","Denis, Marilyn","Denis, Marilyn; Carlson, Meg; Aman, Rick; Robson, James A.",,,,University of Idaho Library Special Collections and Archives,commencement-may2017,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2017.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2017.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2017_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2017_sm.jpg,1164
commencement165,One Hundred Twenty-Third Commencement,2017-12-09,09 December 2017,"Staben, Chuck","Nelson, Janet","Nelson, Janet",,,,University of Idaho Library Special Collections and Archives,commencement-dec2017,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2017.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2017.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2017_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2017_sm.jpg,1207
commencement166,One Hundred Twenty-Third Commencement,2018-05-12,12 May 2018,"Staben, Chuck","Mueller, Tom","Mueller, Tom; Bieter, David H.; Ball, Roger; Gissel, Norman",,,,University of Idaho Library Special Collections and Archives,commencement-2018,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-2018.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-2018.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-2018_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-2018_sm.jpg,1085
commencement167,One Hundred Twenty-Fourth Commencement,2018-12-08,08 December 2018,"Staben, Chuck","Foisy, Brian","Foisy, Brian",,,,University of Idaho Library Special Collections and Archives,commencement-dec2018,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2018.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2018.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2018_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2018_sm.jpg,1149
commencement168,One Hundred Twenty-Fourth Commencement,2019-05-11,11 May 2019,"Staben, Chuck","Little, Brad","Little, Brad; Atchley, Emma Sawyer ; Evans, Roger; Patrick, Shloeh",,,,University of Idaho Library Special Collections and Archives,commencement-2019,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-2019.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-2019.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-2019_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-2019_sm.jpg,1108
commencement169,125th Commencement,2019-12-14,14 December 2019,"Green, C. Scott","Carr-Chellman, Ali","Carr-Chellman, Ali",,,,University of Idaho Library Special Collections and Archives,uicommencement-2019-12-14,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-2019-12-14.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-2019-12-14.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-2019-12-14_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-2019-12-14_sm.jpg,1170
