title,description,date,date_is_approximate,subject,campus_event,event_category,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Memorial Gym Boxing Match [01],An unnamed Idaho boxer squares off with an unknown opponent in the Memorial Gymnasium.,1938,yes,boxing,,athletics,boxing,46.726553,-117.013959,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-001,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2277,2277,pg22277,image,pg22277.jpg,https://objects.lib.uidaho.edu/pg2/pg22277.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22277_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22277_th.jpg,
Idaho boxer Luke Purcell,Idaho boxer Luke Purcell in ready position for his individual team photograph.,1936,yes,boxing,,athletics,boxing,46.726602,-117.013625,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-014,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white film negative,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2278,2278,pg22278,image,pg22278.jpg,https://objects.lib.uidaho.edu/pg2/pg22278.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22278_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22278_th.jpg,
Idaho boxer Johnny Gessner,Idaho boxer Johnny Gessner poses for his individual team photograph.,1936,yes,boxing,,athletics,boxing,46.726625,-117.013526,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-010,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2279,2279,pg22279,image,pg22279.jpg,https://objects.lib.uidaho.edu/pg2/pg22279.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22279_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22279_th.jpg,
Pacific Coast Championship Idaho Boxing team,The recently-crowned Pacific Coast Championship Idaho boxers pose in suits in California.,1950,yes,boxing,,athletics,boxing,38.580941,-121.494212,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-005,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2280,2280,pg22280,image,pg22280.jpg,https://objects.lib.uidaho.edu/pg2/pg22280.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22280_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22280_th.jpg,
"Group photograph, 1932 Idaho boxers",The 1932 Idaho Boxing team poses on the steps of the Administration Building for a group photograph.,1932,yes,boxing,,athletics,boxing,46.726551,-117.014093,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-006,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5.75x3 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2281,2281,pg22281,image,pg22281.jpg,https://objects.lib.uidaho.edu/pg2/pg22281.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22281_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22281_th.jpg,
Idaho's Herb Carlson versus Minnesota's Colin Connel,Idaho's Herb Carlson (right) lands a stiff-left on Minnesota's Colin Connel in a Memorial Gymnasium Boxing match.,1948,yes,boxing,boxing match,athletics,boxing,46.726635,-117.013572,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-004,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2282,2282,pg22282,image,pg22282.jpg,https://objects.lib.uidaho.edu/pg2/pg22282.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22282_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22282_th.jpg,
Memorial Gym Boxing Match [02],Spectators watch from courtside seats in Memorial Gymnasium as an unknown Idaho boxer faces an opponent.,1938,yes,boxing,,athletics,boxing,46.72664,-117.014297,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-002,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2283,2283,pg22283,image,pg22283.jpg,https://objects.lib.uidaho.edu/pg2/pg22283.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22283_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22283_th.jpg,
Idaho boxers Richard Therrell and Ralph Miller,Idaho boxers Richard Therrell and Ralph Miller joke ringside after practice.,1936,yes,,,athletics,boxing,46.726574,-117.013582,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-021,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x7 black and white film negative,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2284,2284,pg22284,image,pg22284.jpg,https://objects.lib.uidaho.edu/pg2/pg22284.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22284_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22284_th.jpg,
Five boxers talking with Coach Louie August,Idaho boxers talk and laugh with prominent Vandals head coach Louie August after a practice.,1937,yes,boxing,,athletics,boxing,46.726631,-117.01372,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-024,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2285,2285,pg22285,image,pg22285.jpg,https://objects.lib.uidaho.edu/pg2/pg22285.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22285_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22285_th.jpg,
Ted Kara Sparring,"Idaho boxer Ted Kara (right), a future Olympian, spars against an unnamed opponent at the Memorial Gymnasium.",1938,yes,boxing,boxing match,athletics,boxing,46.726607,-117.014311,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-003,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2286,2286,pg22286,image,pg22286.jpg,https://objects.lib.uidaho.edu/pg2/pg22286.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22286_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22286_th.jpg,
Idaho's Ralph Miller versus San Jose State's Wren,Idaho's Ralph Miller and San Jose State's Wren go toe-to-toe in a packed-house Memorial Gymnasium.,1938-02-17,yes,boxing,boxing match,athletics,boxing,46.726569,-117.013883,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-032,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2287,2287,pg22287,image,pg22287.jpg,https://objects.lib.uidaho.edu/pg2/pg22287.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22287_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22287_th.jpg,
Idaho's Alex Passic versus San Jose State's P. Bolich,Idaho's Alex Passic lands a right-hook on San Jose State's P. Bolich at a full-house Memorial Gymnasium.,1938-02-17,yes,boxing,boxing match,athletics,boxing,46.726624,-117.01382,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-033,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2288,2288,pg22288,image,pg22288.jpg,https://objects.lib.uidaho.edu/pg2/pg22288.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22288_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22288_th.jpg,
Idaho's Patsy Fitzpatrick versus San Jose State's Tony Pisano,Idaho's Patsy Fitzpatrick backs San Jose State's Tony Pisano up with a flurry-combination of punches.,1938-02-17,yes,boxing,boxing match,athletics,boxing,46.72667,-117.013829,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-035,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2289,2289,pg22289,image,pg22289.jpg,https://objects.lib.uidaho.edu/pg2/pg22289.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22289_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22289_th.jpg,
"Idaho boxers Joe Fallini, Carl Killian and Head Coach Louis August","Idaho boxers Joe Fallini and Carl Killian pose beside the renowned Idaho Boxing coach, Louis August. L-r: Joe Fallini, Coach Louis August, Carl Killian.",1938,yes,boxing,,athletics,boxing,46.72671,-117.013719,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-037,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2290,2290,pg22290,image,pg22290.jpg,https://objects.lib.uidaho.edu/pg2/pg22290.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22290_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22290_th.jpg,
Idaho's Chase Anderson versus Oregon State's Jack Wells,Idaho's Chase Anderson and Oregon State's Jack Wells lock each other up in a clinch-hold for a Memorial Gymnasium bout.,1942,yes,boxing,boxing match,athletics,boxing,46.726649,-117.014293,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-055,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4x3 black and white film negative,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2291,2291,pg22291,image,pg22291.jpg,https://objects.lib.uidaho.edu/pg2/pg22291.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22291_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22291_th.jpg,
Idaho's Vic Berllus versus Oregon State's Warren Simas,Idaho's Vic Berllus and Oregon State's Warren Simas square up in the middle of a Boxing match.,1942,yes,boxing,boxing match,athletics,boxing,46.726465,-117.014292,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-056,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4x3 black and white film negative,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2292,2292,pg22292,image,pg22292.jpg,https://objects.lib.uidaho.edu/pg2/pg22292.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22292_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22292_th.jpg,
"Idaho Boxing team, 1951",The 1951 Idaho Boxing team posing for a team photograph.,1951,yes,boxing,,athletics,boxing,46.726563,-117.014033,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-104,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2293,2293,pg22293,image,pg22293.jpg,https://objects.lib.uidaho.edu/pg2/pg22293.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22293_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22293_th.jpg,
Idaho's Clinton Sundberg versus a San Jose State opponent,Idaho's Clinton Sundberg and a San Jose State opponent stall in a clinch during a bout in Memorial Gymnasium.,1938-02-17,yes,boxing,boxing match,athletics,boxing,46.726635,-117.013783,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-034,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2294,2294,pg22294,image,pg22294.jpg,https://objects.lib.uidaho.edu/pg2/pg22294.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22294_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22294_th.jpg,
Idaho boxer Don Anderson,Idaho boxer Don Anderson poses for an individual photograph.,1951,yes,boxing,,athletics,boxing,46.726614,-117.014011,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-105,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2295,2295,pg22295,image,pg22295.jpg,https://objects.lib.uidaho.edu/pg2/pg22295.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22295_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22295_th.jpg,
Idaho boxer Jim Dreiver,"Idaho boxer Jim Dreiver poses, hands up, for his individual team photograph.",1951,yes,boxing,,athletics,boxing,46.726639,-117.013956,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-106,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2296,2296,pg22296,image,pg22296.jpg,https://objects.lib.uidaho.edu/pg2/pg22296.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22296_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22296_th.jpg,
Idaho boxers Jack Gray and Jim Dreiver,Idaho boxers Jack Gray and Jim Dreiver smile and pose for individual team photographs.,1951,yes,boxing,,athletics,boxing,46.72664,-117.014053,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-107,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2297,2297,pg22297,image,pg22297.jpg,https://objects.lib.uidaho.edu/pg2/pg22297.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22297_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22297_th.jpg,
Idaho boxers Frank Echevarria and John Echevarria,Idaho boxers Frank Echevarria and John Echevarria smile for a team photograph.,1951,yes,boxing,,athletics,boxing,46.726659,-117.013978,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-108,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2298,2298,pg22298,image,pg22298.jpg,https://objects.lib.uidaho.edu/pg2/pg22298.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22298_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22298_th.jpg,
Idaho boxer John Echevarria,Idaho boxer John Echevarria poses in ready-position for his individual photograph.,1951,yes,boxing,,athletics,boxing,46.726623,-117.014012,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-110,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2299,2299,pg22299,image,pg22299.jpg,https://objects.lib.uidaho.edu/pg2/pg22299.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22299_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22299_th.jpg,
Idaho boxer Jack Gray,Idaho boxer Jack Gray poses for his individual photograph.,1951,yes,boxing,,athletics,boxing,46.726645,-117.013934,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-111,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2300,2300,pg22300,image,pg22300.jpg,https://objects.lib.uidaho.edu/pg2/pg22300.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22300_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22300_th.jpg,
Idaho boxer Larry Richard Moyer,Idaho boxer Larry Richard Moyer throws a jab for his individual photograph.,1951,yes,boxing,,athletics,boxing,46.726633,-117.013858,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-112,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2301,2301,pg22301,image,pg22301.jpg,https://objects.lib.uidaho.edu/pg2/pg22301.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22301_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22301_th.jpg,
Idaho boxer Harvey Mutch,Idaho boxer Harvey Mutch exhibits his stance for his individual photograph.,1951,yes,boxing,,athletics,boxing,46.726671,-117.014312,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,125-113,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2302,2302,pg22302,image,pg22302.jpg,https://objects.lib.uidaho.edu/pg2/pg22302.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22302_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22302_th.jpg,
Wrestling match in Memorial Gymnasium,Unnamed wrestlers in the on-the-ground position during a match at Memorial Gymnasium.,1930,yes,wrestling,wrestling match,athletics,wrestling,46.726506,-117.014139,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,126-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2303,2303,pg22303,image,pg22303.jpg,https://objects.lib.uidaho.edu/pg2/pg22303.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22303_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22303_th.jpg,
"Wrestling match, University of Idaho versus Washington State College",An unknown Washington State wrestler looks for a pinfall against an unnamed Idaho grappler.,1936,yes,wrestling,wrestling match,athletics,wrestling,46.72667,-117.013775,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,126-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2304,2304,pg22304,image,pg22304.jpg,https://objects.lib.uidaho.edu/pg2/pg22304.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22304_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22304_th.jpg,
1925 Idaho Varsity Wrestling team group photograph,The 1925 Idaho varsity Wrestling squad poses on the steps of the Art and Architecture Building.,1925,yes,wrestling,,athletics,wrestling,46.726601,-117.013609,,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,126-03,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2305,2305,pg22305,image,pg22305.jpg,https://objects.lib.uidaho.edu/pg2/pg22305.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22305_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22305_th.jpg,
1930 Idaho Varsity Wrestling team group photograph,The 1930 Idaho varsity Wrestling team stands at the steps of the Memorial Gymnasium for a team photograph.,1930,yes,wrestling,,athletics,wrestling,46.726669,-117.013804,"Hodgins, Gerald",University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,126-04,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5.75x3.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2306,2306,pg22306,image,pg22306.jpg,https://objects.lib.uidaho.edu/pg2/pg22306.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22306_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22306_th.jpg,
1932 Idaho Varsity Wrestling team group photograph,The 1932 Idaho Wrestling team posing shirtless on the steps of the Memorial Gymnasium for a team photograph.,1932,yes,wrestling,,athletics,wrestling,46.726633,-117.014184,"Hodgins, Gerald",University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,126-05,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5.5x3.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2307,2307,pg22307,image,pg22307.jpg,https://objects.lib.uidaho.edu/pg2/pg22307.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22307_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22307_th.jpg,
Wrestling match,Unnamed Idaho wrestlers train in the middle of a cluster of onlookers.,1935,yes,wrestling,,athletics,wrestling,46.726413,-117.013636,"Hodgins, Gerald",University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,126-06,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5.75x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2308,2308,pg22308,image,pg22308.jpg,https://objects.lib.uidaho.edu/pg2/pg22308.jpg,https://objects.lib.uidaho.edu/pg2/small/pg22308_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg22308_th.jpg,
